,images,labels
5551,COVID-19_Radiography_Dataset/normal/Normal-4198.png,0
4678,COVID-19_Radiography_Dataset/normal/Normal-9036.png,0
13068,COVID-19_Radiography_Dataset/covid/COVID-3412.png,2
11481,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-76.png,1
2336,COVID-19_Radiography_Dataset/normal/Normal-9641.png,0
151,COVID-19_Radiography_Dataset/normal/Normal-719.png,0
4043,COVID-19_Radiography_Dataset/normal/Normal-548.png,0
20243,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2354.png,3
20724,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-187.png,3
14705,COVID-19_Radiography_Dataset/covid/COVID-1733.png,2
12163,COVID-19_Radiography_Dataset/covid/COVID-2880.png,2
1023,COVID-19_Radiography_Dataset/normal/Normal-549.png,0
2809,COVID-19_Radiography_Dataset/normal/Normal-7781.png,0
18218,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5840.png,3
21007,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3696.png,3
15139,COVID-19_Radiography_Dataset/covid/COVID-1761.png,2
19279,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5435.png,3
11166,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-894.png,1
15051,COVID-19_Radiography_Dataset/covid/COVID-258.png,2
552,COVID-19_Radiography_Dataset/normal/Normal-5394.png,0
12565,COVID-19_Radiography_Dataset/covid/COVID-2912.png,2
7326,COVID-19_Radiography_Dataset/normal/Normal-728.png,0
1345,COVID-19_Radiography_Dataset/normal/Normal-9161.png,0
7951,COVID-19_Radiography_Dataset/normal/Normal-2825.png,0
11675,COVID-19_Radiography_Dataset/covid/COVID-1968.png,2
3182,COVID-19_Radiography_Dataset/normal/Normal-4333.png,0
6506,COVID-19_Radiography_Dataset/normal/Normal-5981.png,0
1608,COVID-19_Radiography_Dataset/normal/Normal-5909.png,0
15621,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-429.png,3
6040,COVID-19_Radiography_Dataset/normal/Normal-8187.png,0
12442,COVID-19_Radiography_Dataset/covid/COVID-53.png,2
10071,COVID-19_Radiography_Dataset/normal/Normal-9985.png,0
2683,COVID-19_Radiography_Dataset/normal/Normal-5696.png,0
839,COVID-19_Radiography_Dataset/normal/Normal-9484.png,0
10008,COVID-19_Radiography_Dataset/normal/Normal-8452.png,0
7414,COVID-19_Radiography_Dataset/normal/Normal-906.png,0
20806,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5031.png,3
12897,COVID-19_Radiography_Dataset/covid/COVID-1328.png,2
1172,COVID-19_Radiography_Dataset/normal/Normal-4475.png,0
9627,COVID-19_Radiography_Dataset/normal/Normal-9547.png,0
453,COVID-19_Radiography_Dataset/normal/Normal-4868.png,0
6734,COVID-19_Radiography_Dataset/normal/Normal-2646.png,0
20361,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2147.png,3
13436,COVID-19_Radiography_Dataset/covid/COVID-1389.png,2
2335,COVID-19_Radiography_Dataset/normal/Normal-2694.png,0
5737,COVID-19_Radiography_Dataset/normal/Normal-731.png,0
259,COVID-19_Radiography_Dataset/normal/Normal-7297.png,0
16939,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1473.png,3
12469,COVID-19_Radiography_Dataset/covid/COVID-1610.png,2
4997,COVID-19_Radiography_Dataset/normal/Normal-8185.png,0
12342,COVID-19_Radiography_Dataset/covid/COVID-473.png,2
17130,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1047.png,3
9006,COVID-19_Radiography_Dataset/normal/Normal-291.png,0
20703,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5383.png,3
1967,COVID-19_Radiography_Dataset/normal/Normal-7890.png,0
741,COVID-19_Radiography_Dataset/normal/Normal-7520.png,0
9712,COVID-19_Radiography_Dataset/normal/Normal-5590.png,0
10946,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-686.png,1
19919,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3835.png,3
14139,COVID-19_Radiography_Dataset/covid/COVID-1981.png,2
6252,COVID-19_Radiography_Dataset/normal/Normal-1134.png,0
12210,COVID-19_Radiography_Dataset/covid/COVID-2450.png,2
11545,COVID-19_Radiography_Dataset/covid/COVID-1274.png,2
15581,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2379.png,3
4553,COVID-19_Radiography_Dataset/normal/Normal-4762.png,0
8894,COVID-19_Radiography_Dataset/normal/Normal-3246.png,0
6523,COVID-19_Radiography_Dataset/normal/Normal-8337.png,0
13721,COVID-19_Radiography_Dataset/covid/COVID-381.png,2
1534,COVID-19_Radiography_Dataset/normal/Normal-9704.png,0
11980,COVID-19_Radiography_Dataset/covid/COVID-3155.png,2
14234,COVID-19_Radiography_Dataset/covid/COVID-2492.png,2
12064,COVID-19_Radiography_Dataset/covid/COVID-242.png,2
6802,COVID-19_Radiography_Dataset/normal/Normal-6355.png,0
16178,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-595.png,3
3489,COVID-19_Radiography_Dataset/normal/Normal-6994.png,0
12537,COVID-19_Radiography_Dataset/covid/COVID-3066.png,2
3231,COVID-19_Radiography_Dataset/normal/Normal-7705.png,0
220,COVID-19_Radiography_Dataset/normal/Normal-4035.png,0
13974,COVID-19_Radiography_Dataset/covid/COVID-988.png,2
4292,COVID-19_Radiography_Dataset/normal/Normal-7010.png,0
20034,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5971.png,3
18379,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2683.png,3
7841,COVID-19_Radiography_Dataset/normal/Normal-5788.png,0
15381,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1646.png,3
2206,COVID-19_Radiography_Dataset/normal/Normal-4343.png,0
6482,COVID-19_Radiography_Dataset/normal/Normal-1237.png,0
18376,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4934.png,3
4146,COVID-19_Radiography_Dataset/normal/Normal-6071.png,0
4469,COVID-19_Radiography_Dataset/normal/Normal-9592.png,0
10735,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-930.png,1
2842,COVID-19_Radiography_Dataset/normal/Normal-7149.png,0
14698,COVID-19_Radiography_Dataset/covid/COVID-3356.png,2
4348,COVID-19_Radiography_Dataset/normal/Normal-7774.png,0
6786,COVID-19_Radiography_Dataset/normal/Normal-4606.png,0
18710,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5626.png,3
19814,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1146.png,3
4669,COVID-19_Radiography_Dataset/normal/Normal-9417.png,0
3538,COVID-19_Radiography_Dataset/normal/Normal-6444.png,0
12996,COVID-19_Radiography_Dataset/covid/COVID-3385.png,2
6058,COVID-19_Radiography_Dataset/normal/Normal-3445.png,0
847,COVID-19_Radiography_Dataset/normal/Normal-4995.png,0
4994,COVID-19_Radiography_Dataset/normal/Normal-5640.png,0
18794,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5621.png,3
9247,COVID-19_Radiography_Dataset/normal/Normal-3140.png,0
20550,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1224.png,3
16242,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5282.png,3
20658,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3507.png,3
18775,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1786.png,3
3795,COVID-19_Radiography_Dataset/normal/Normal-2867.png,0
807,COVID-19_Radiography_Dataset/normal/Normal-6664.png,0
14015,COVID-19_Radiography_Dataset/covid/COVID-883.png,2
11984,COVID-19_Radiography_Dataset/covid/COVID-3077.png,2
10930,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1222.png,1
3069,COVID-19_Radiography_Dataset/normal/Normal-7184.png,0
5666,COVID-19_Radiography_Dataset/normal/Normal-5986.png,0
5167,COVID-19_Radiography_Dataset/normal/Normal-10000.png,0
14613,COVID-19_Radiography_Dataset/covid/COVID-1140.png,2
13713,COVID-19_Radiography_Dataset/covid/COVID-2048.png,2
17018,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2070.png,3
9074,COVID-19_Radiography_Dataset/normal/Normal-9663.png,0
12560,COVID-19_Radiography_Dataset/covid/COVID-856.png,2
12080,COVID-19_Radiography_Dataset/covid/COVID-1212.png,2
5328,COVID-19_Radiography_Dataset/normal/Normal-1618.png,0
6785,COVID-19_Radiography_Dataset/normal/Normal-4595.png,0
11236,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-90.png,1
3099,COVID-19_Radiography_Dataset/normal/Normal-2277.png,0
15668,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5781.png,3
8519,COVID-19_Radiography_Dataset/normal/Normal-3183.png,0
3211,COVID-19_Radiography_Dataset/normal/Normal-5882.png,0
17578,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-350.png,3
3667,COVID-19_Radiography_Dataset/normal/Normal-1824.png,0
9849,COVID-19_Radiography_Dataset/normal/Normal-5151.png,0
5587,COVID-19_Radiography_Dataset/normal/Normal-5667.png,0
18502,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3803.png,3
9116,COVID-19_Radiography_Dataset/normal/Normal-4719.png,0
18039,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-912.png,3
4120,COVID-19_Radiography_Dataset/normal/Normal-4737.png,0
3442,COVID-19_Radiography_Dataset/normal/Normal-913.png,0
19322,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1718.png,3
15496,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5410.png,3
20011,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4691.png,3
14099,COVID-19_Radiography_Dataset/covid/COVID-1010.png,2
17485,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1352.png,3
18601,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-162.png,3
16292,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4886.png,3
11074,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-402.png,1
4367,COVID-19_Radiography_Dataset/normal/Normal-1805.png,0
19990,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1316.png,3
19643,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1161.png,3
17104,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-699.png,3
11049,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-451.png,1
10786,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1153.png,1
16387,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-689.png,3
19309,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4801.png,3
17414,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2306.png,3
11734,COVID-19_Radiography_Dataset/covid/COVID-3549.png,2
7949,COVID-19_Radiography_Dataset/normal/Normal-5914.png,0
13624,COVID-19_Radiography_Dataset/covid/COVID-2449.png,2
3629,COVID-19_Radiography_Dataset/normal/Normal-7503.png,0
20015,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-747.png,3
12812,COVID-19_Radiography_Dataset/covid/COVID-455.png,2
12022,COVID-19_Radiography_Dataset/covid/COVID-3245.png,2
4428,COVID-19_Radiography_Dataset/normal/Normal-7976.png,0
9889,COVID-19_Radiography_Dataset/normal/Normal-5059.png,0
17857,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2895.png,3
20017,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2798.png,3
16742,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3576.png,3
13189,COVID-19_Radiography_Dataset/covid/COVID-127.png,2
3149,COVID-19_Radiography_Dataset/normal/Normal-8654.png,0
7461,COVID-19_Radiography_Dataset/normal/Normal-8625.png,0
8458,COVID-19_Radiography_Dataset/normal/Normal-2022.png,0
18555,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5592.png,3
10969,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-989.png,1
10778,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1024.png,1
3344,COVID-19_Radiography_Dataset/normal/Normal-5745.png,0
18880,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4076.png,3
7817,COVID-19_Radiography_Dataset/normal/Normal-2749.png,0
11126,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-985.png,1
1327,COVID-19_Radiography_Dataset/normal/Normal-5253.png,0
8525,COVID-19_Radiography_Dataset/normal/Normal-4554.png,0
9106,COVID-19_Radiography_Dataset/normal/Normal-9615.png,0
3949,COVID-19_Radiography_Dataset/normal/Normal-3847.png,0
18673,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3025.png,3
2877,COVID-19_Radiography_Dataset/normal/Normal-4498.png,0
15248,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2713.png,3
20113,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5798.png,3
11448,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1001.png,1
11208,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-597.png,1
16996,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-832.png,3
18935,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2538.png,3
1269,COVID-19_Radiography_Dataset/normal/Normal-9172.png,0
590,COVID-19_Radiography_Dataset/normal/Normal-6751.png,0
10499,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1286.png,1
1002,COVID-19_Radiography_Dataset/normal/Normal-7027.png,0
7857,COVID-19_Radiography_Dataset/normal/Normal-412.png,0
15971,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3012.png,3
20925,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5743.png,3
15283,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4477.png,3
5246,COVID-19_Radiography_Dataset/normal/Normal-6632.png,0
18579,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-408.png,3
14597,COVID-19_Radiography_Dataset/covid/COVID-801.png,2
14404,COVID-19_Radiography_Dataset/covid/COVID-1564.png,2
20568,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4706.png,3
1545,COVID-19_Radiography_Dataset/normal/Normal-8251.png,0
1626,COVID-19_Radiography_Dataset/normal/Normal-6242.png,0
19783,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5222.png,3
19837,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2235.png,3
9665,COVID-19_Radiography_Dataset/normal/Normal-288.png,0
1268,COVID-19_Radiography_Dataset/normal/Normal-7135.png,0
5193,COVID-19_Radiography_Dataset/normal/Normal-2961.png,0
16359,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4470.png,3
3422,COVID-19_Radiography_Dataset/normal/Normal-1375.png,0
2053,COVID-19_Radiography_Dataset/normal/Normal-6895.png,0
7530,COVID-19_Radiography_Dataset/normal/Normal-1988.png,0
7748,COVID-19_Radiography_Dataset/normal/Normal-8748.png,0
5854,COVID-19_Radiography_Dataset/normal/Normal-2428.png,0
19809,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3694.png,3
9081,COVID-19_Radiography_Dataset/normal/Normal-1195.png,0
20077,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2161.png,3
7854,COVID-19_Radiography_Dataset/normal/Normal-1305.png,0
5293,COVID-19_Radiography_Dataset/normal/Normal-3157.png,0
17510,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1149.png,3
15870,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5276.png,3
15730,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5587.png,3
12224,COVID-19_Radiography_Dataset/covid/COVID-2015.png,2
6139,COVID-19_Radiography_Dataset/normal/Normal-3888.png,0
5022,COVID-19_Radiography_Dataset/normal/Normal-7293.png,0
1957,COVID-19_Radiography_Dataset/normal/Normal-6837.png,0
19632,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4592.png,3
6600,COVID-19_Radiography_Dataset/normal/Normal-3088.png,0
15132,COVID-19_Radiography_Dataset/covid/COVID-362.png,2
16419,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2658.png,3
14456,COVID-19_Radiography_Dataset/covid/COVID-2303.png,2
13891,COVID-19_Radiography_Dataset/covid/COVID-1568.png,2
20781,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3277.png,3
17247,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-694.png,3
11001,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-873.png,1
5484,COVID-19_Radiography_Dataset/normal/Normal-6826.png,0
19328,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2731.png,3
10377,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1113.png,1
20646,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1685.png,3
1459,COVID-19_Radiography_Dataset/normal/Normal-2523.png,0
3232,COVID-19_Radiography_Dataset/normal/Normal-7271.png,0
19505,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3836.png,3
12794,COVID-19_Radiography_Dataset/covid/COVID-2920.png,2
15798,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3177.png,3
12247,COVID-19_Radiography_Dataset/covid/COVID-1691.png,2
6021,COVID-19_Radiography_Dataset/normal/Normal-6989.png,0
13169,COVID-19_Radiography_Dataset/covid/COVID-1086.png,2
6038,COVID-19_Radiography_Dataset/normal/Normal-4996.png,0
19142,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3948.png,3
1388,COVID-19_Radiography_Dataset/normal/Normal-8025.png,0
5726,COVID-19_Radiography_Dataset/normal/Normal-9194.png,0
6341,COVID-19_Radiography_Dataset/normal/Normal-1408.png,0
5639,COVID-19_Radiography_Dataset/normal/Normal-7657.png,0
15199,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5135.png,3
17287,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1819.png,3
12651,COVID-19_Radiography_Dataset/covid/COVID-3455.png,2
13575,COVID-19_Radiography_Dataset/covid/COVID-3592.png,2
9648,COVID-19_Radiography_Dataset/normal/Normal-8676.png,0
6150,COVID-19_Radiography_Dataset/normal/Normal-791.png,0
3954,COVID-19_Radiography_Dataset/normal/Normal-5331.png,0
11444,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-739.png,1
6384,COVID-19_Radiography_Dataset/normal/Normal-9962.png,0
12706,COVID-19_Radiography_Dataset/covid/COVID-307.png,2
8915,COVID-19_Radiography_Dataset/normal/Normal-5806.png,0
2126,COVID-19_Radiography_Dataset/normal/Normal-5269.png,0
15647,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5864.png,3
16550,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2797.png,3
3812,COVID-19_Radiography_Dataset/normal/Normal-6073.png,0
20743,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3460.png,3
14423,COVID-19_Radiography_Dataset/covid/COVID-956.png,2
14691,COVID-19_Radiography_Dataset/covid/COVID-1320.png,2
19371,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5187.png,3
18740,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3057.png,3
1454,COVID-19_Radiography_Dataset/normal/Normal-6059.png,0
6057,COVID-19_Radiography_Dataset/normal/Normal-9999.png,0
858,COVID-19_Radiography_Dataset/normal/Normal-7913.png,0
1322,COVID-19_Radiography_Dataset/normal/Normal-8543.png,0
10214,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-276.png,1
18916,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-295.png,3
867,COVID-19_Radiography_Dataset/normal/Normal-4095.png,0
4222,COVID-19_Radiography_Dataset/normal/Normal-9652.png,0
1306,COVID-19_Radiography_Dataset/normal/Normal-1315.png,0
9918,COVID-19_Radiography_Dataset/normal/Normal-8949.png,0
19069,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-464.png,3
17455,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4265.png,3
16465,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-33.png,3
3876,COVID-19_Radiography_Dataset/normal/Normal-398.png,0
12010,COVID-19_Radiography_Dataset/covid/COVID-2453.png,2
10544,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1055.png,1
7302,COVID-19_Radiography_Dataset/normal/Normal-1785.png,0
15967,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5739.png,3
17954,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2831.png,3
10253,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-222.png,1
12525,COVID-19_Radiography_Dataset/covid/COVID-3107.png,2
18474,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4764.png,3
20086,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2839.png,3
438,COVID-19_Radiography_Dataset/normal/Normal-1810.png,0
3979,COVID-19_Radiography_Dataset/normal/Normal-9618.png,0
5247,COVID-19_Radiography_Dataset/normal/Normal-9757.png,0
1452,COVID-19_Radiography_Dataset/normal/Normal-6849.png,0
3304,COVID-19_Radiography_Dataset/normal/Normal-1724.png,0
3637,COVID-19_Radiography_Dataset/normal/Normal-1277.png,0
8848,COVID-19_Radiography_Dataset/normal/Normal-815.png,0
17434,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4518.png,3
11467,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-923.png,1
11698,COVID-19_Radiography_Dataset/covid/COVID-2798.png,2
2800,COVID-19_Radiography_Dataset/normal/Normal-7110.png,0
11863,COVID-19_Radiography_Dataset/covid/COVID-1878.png,2
6208,COVID-19_Radiography_Dataset/normal/Normal-8244.png,0
5234,COVID-19_Radiography_Dataset/normal/Normal-7310.png,0
19994,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1729.png,3
5960,COVID-19_Radiography_Dataset/normal/Normal-578.png,0
11075,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1136.png,1
19560,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5847.png,3
20517,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3309.png,3
934,COVID-19_Radiography_Dataset/normal/Normal-7758.png,0
15575,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2414.png,3
20808,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2630.png,3
7968,COVID-19_Radiography_Dataset/normal/Normal-2730.png,0
18869,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3792.png,3
10097,COVID-19_Radiography_Dataset/normal/Normal-6020.png,0
5944,COVID-19_Radiography_Dataset/normal/Normal-1085.png,0
16858,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-568.png,3
15890,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1981.png,3
13345,COVID-19_Radiography_Dataset/covid/COVID-2034.png,2
7917,COVID-19_Radiography_Dataset/normal/Normal-6177.png,0
8597,COVID-19_Radiography_Dataset/normal/Normal-7100.png,0
20060,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4031.png,3
14354,COVID-19_Radiography_Dataset/covid/COVID-1594.png,2
11537,COVID-19_Radiography_Dataset/covid/COVID-2341.png,2
14190,COVID-19_Radiography_Dataset/covid/COVID-3417.png,2
8603,COVID-19_Radiography_Dataset/normal/Normal-9322.png,0
11385,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-390.png,1
11736,COVID-19_Radiography_Dataset/covid/COVID-90.png,2
18090,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5380.png,3
15709,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5269.png,3
3018,COVID-19_Radiography_Dataset/normal/Normal-2396.png,0
1073,COVID-19_Radiography_Dataset/normal/Normal-8200.png,0
3159,COVID-19_Radiography_Dataset/normal/Normal-2827.png,0
7612,COVID-19_Radiography_Dataset/normal/Normal-7284.png,0
8386,COVID-19_Radiography_Dataset/normal/Normal-382.png,0
15455,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2827.png,3
19130,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-281.png,3
2596,COVID-19_Radiography_Dataset/normal/Normal-4266.png,0
16000,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5799.png,3
19115,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4650.png,3
718,COVID-19_Radiography_Dataset/normal/Normal-323.png,0
20258,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4904.png,3
5306,COVID-19_Radiography_Dataset/normal/Normal-6234.png,0
10975,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-990.png,1
1673,COVID-19_Radiography_Dataset/normal/Normal-7916.png,0
5303,COVID-19_Radiography_Dataset/normal/Normal-4828.png,0
20934,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-820.png,3
2940,COVID-19_Radiography_Dataset/normal/Normal-10140.png,0
717,COVID-19_Radiography_Dataset/normal/Normal-3543.png,0
16063,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2554.png,3
1723,COVID-19_Radiography_Dataset/normal/Normal-3335.png,0
15712,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5039.png,3
17978,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4756.png,3
7699,COVID-19_Radiography_Dataset/normal/Normal-2706.png,0
15446,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2968.png,3
10029,COVID-19_Radiography_Dataset/normal/Normal-2006.png,0
687,COVID-19_Radiography_Dataset/normal/Normal-8421.png,0
19537,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-81.png,3
10953,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-426.png,1
13318,COVID-19_Radiography_Dataset/covid/COVID-2886.png,2
7008,COVID-19_Radiography_Dataset/normal/Normal-3277.png,0
16073,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-402.png,3
8609,COVID-19_Radiography_Dataset/normal/Normal-8226.png,0
16537,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3634.png,3
10394,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-6.png,1
3414,COVID-19_Radiography_Dataset/normal/Normal-2763.png,0
9789,COVID-19_Radiography_Dataset/normal/Normal-6119.png,0
19018,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-42.png,3
1392,COVID-19_Radiography_Dataset/normal/Normal-1625.png,0
20177,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2316.png,3
3035,COVID-19_Radiography_Dataset/normal/Normal-5801.png,0
21142,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4400.png,3
9762,COVID-19_Radiography_Dataset/normal/Normal-8242.png,0
20679,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-674.png,3
3825,COVID-19_Radiography_Dataset/normal/Normal-966.png,0
8870,COVID-19_Radiography_Dataset/normal/Normal-9824.png,0
